Species,latitude,longitude
Asclepias syriaca,42.00263,-70.02997
Asclepias syriaca,43.08118,-89.42603
Asclepias syriaca,42.97125,-76.34451
Asclepias syriaca,44.28493,-72.4814
Asclepias syriaca,45.17088,-92.76129
Asclepias syriaca,41.96326,-87.69225
Asclepias syriaca,41.96321,-87.6923
Asclepias syriaca,42.50312,-71.49028
Asclepias syriaca,44.45585,-73.22112
Asclepias syriaca,43.13084,-88.91615
Asclepias syriaca,43.04432,-76.72088
Asclepias syriaca,43.14732,-88.87718
Asclepias syriaca,41.77192,-87.86193
Asclepias syriaca,41.98062,-87.73913
Asclepias syriaca,40.18983,-90.07035
Asclepias syriaca,40.18998,-90.07043
Asclepias syriaca,40.18992,-90.07059
Asclepias syriaca,39.98455,-90.37826
Asclepias syriaca,43.08929,-89.44043
Asclepias syriaca,41.68909,-70.00557
Asclepias syriaca,45.45943,-76.26632
Asclepias syriaca,45.45943,-76.26632
Asclepias syriaca,43.79269,-72.26093
Asclepias syriaca,42.97944,-73.85639
Asclepias syriaca,40.61142,-74.91853
Asclepias syriaca,38.85048,-77.64638
Asclepias syriaca,42.30132,-83.73038
Asclepias syriaca,44.01468,-96.32084
Asclepias syriaca,43.02648,-89.34118
Asclepias syriaca,38.98851,-77.97069
Asclepias syriaca,39.64945,-89.82497
Asclepias syriaca,35.98756,-79.05672
Asclepias syriaca,41.83829,-87.7982
Asclepias syriaca,43.82111,-72.1917
Asclepias syriaca,41.79892,-88.16572
Asclepias syriaca,40.18051,-88.43369
Asclepias syriaca,40.08693,-88.21431
Asclepias syriaca,40.51534,-74.22865
Asclepias syriaca,39.82541,-89.01829
Asclepias syriaca,45.44765,-75.65631
Asclepias syriaca,42.08379,-87.85999
Asclepias syriaca,35.89157,-79.05573
Asclepias syriaca,45.35159,-85.18786
Asclepias syriaca,43.08961,-89.43212
Asclepias syriaca,41.18221,-81.64899
Asclepias syriaca,45.35044,-85.17967
Asclepias syriaca,35.89098,-79.05785
Asclepias syriaca,40.58397,-73.88571
Asclepias syriaca,38.99346,-77.9513
Asclepias syriaca,43.10532,-71.67947
Asclepias syriaca,44.15928,-72.5939
Asclepias syriaca,41.96328,-87.6916
Asclepias syriaca,39.09616,-96.61411
Asclepias syriaca,41.37448,-81.57159
Asclepias syriaca,42.73006,-84.37704
Asclepias syriaca,45.33883,-75.74985
Asclepias syriaca,41.55173,-88.00497
Asclepias syriaca,41.94988,-87.85442
Asclepias syriaca,45.44641,-75.65225
Asclepias syriaca,41.71119,-72.70893
Asclepias syriaca,41.75663,-72.65501
Asclepias syriaca,41.77874,-72.66434
Asclepias syriaca,41.77874,-72.66434
Asclepias syriaca,41.72768,-72.59164
Asclepias syriaca,41.75689,-72.65371
Asclepias syriaca,41.75731,-72.65398
Asclepias syriaca,41.73056,-72.66017
Asclepias syriaca,41.70028,-72.70934
Asclepias syriaca,39.99505,-82.42072
Asclepias syriaca,39.99647,-82.42083
Asclepias syriaca,37.0498,-80.11826
Asclepias syriaca,43.67228,-72.28306
Asclepias syriaca,45.40445,-75.71289
Asclepias syriaca,40.65093,-96.98405
Asclepias syriaca,39.70803,-75.81093
Asclepias syriaca,44.47168,-73.19514
Asclepias syriaca,41.96297,-87.63195
Asclepias syriaca,41.25861,-77.71759
Asclepias syriaca,42.16325,-71.14188
Asclepias syriaca,39.33197,-77.75213
Asclepias syriaca,38.7697,-77.0479
Asclepias syriaca,38.7697,-77.04794
Asclepias syriaca,41.19137,-96.16983
Asclepias syriaca,40.65295,-96.98426
Asclepias syriaca,40.65286,-96.98421
Asclepias syriaca,41.16732,-96.1217
Asclepias syriaca,39.278,-77.286
Asclepias syriaca,43.62436,-72.50445
Asclepias syriaca,41.88134,-87.62217
Asclepias syriaca,41.25699,-73.45677
Asclepias syriaca,41.25369,-73.45651
Asclepias syriaca,41.6947,-87.60865
Asclepias syriaca,38.93776,-77.26151
Asclepias syriaca,41.69415,-87.60818
Asclepias syriaca,41.25794,-73.45557
Asclepias syriaca,41.30613,-81.42836
Asclepias syriaca,41.61399,-87.27665
Asclepias syriaca,45.1565,-75.70262
Asclepias syriaca,40.85191,-81.34944
Asclepias syriaca,43.26711,-72.86886
Asclepias syriaca,43.80597,-72.26055
Asclepias syriaca,38.91771,-77.06649
Asclepias syriaca,38.99091,-76.92248
Asclepias syriaca,44.09891,-86.45588
Asclepias syriaca,39.51293,-79.40551
Asclepias syriaca,41.2127,-81.54368
Asclepias syriaca,39.65057,-89.82636
Asclepias syriaca,43.82969,-79.27307
Asclepias syriaca,44.42123,-73.17
Asclepias syriaca,43.38535,-80.95973
Asclepias syriaca,43.05685,-77.58124
Asclepias syriaca,43.01397,-72.45204
Asclepias syriaca,44.35044,-72.52834
Asclepias syriaca,44.35091,-72.52821
Asclepias syriaca,40.522,-74.43933
Asclepias syriaca,40.47672,-74.43362
Asclepias syriaca,41.44891,-81.36845
Asclepias syriaca,44.16201,-75.0478
Asclepias syriaca,37.53352,-96.50497
Asclepias syriaca,45.54122,-95.51421
Asclepias syriaca,38.6917,-75.5999
Asclepias syriaca,38.8347,-75.7036
Asclepias syriaca,39.0686,-76.6506
Asclepias syriaca,38.4125,-75.2119
Asclepias syriaca,40.5,-84.9358
Asclepias syriaca,38.6094,-75.8331
Asclepias syriaca,38.5772,-76.8308
Asclepias syriaca,38.4558,-75.2061
Asclepias syriaca,39.0128,-76.0761
Asclepias syriaca,38.7268,-75.9131
Asclepias syriaca,38.9997,-76.4811
Asclepias syriaca,42.4979,-88.3137
Asclepias syriaca,42.2656,-88.2861
Asclepias syriaca,44.21241,-72.79292
Asclepias syriaca,41.38434,-88.17203
Asclepias syriaca,47.04018,-65.74219
Asclepias syriaca,43.63078,-79.43312
Asclepias syriaca,46.75,-71.81667
Asclepias syriaca,46.65,-70.8
Asclepias syriaca,45.11667,-75.91667
Asclepias syriaca,45.95,-73.56667
Asclepias syriaca,45.85,-73.6
Asclepias syriaca,45.96667,-73.71667
Asclepias syriaca,46.13333,-73.51667
Asclepias syriaca,45.85,-73.48333
Asclepias syriaca,45.95,-73.56667
Asclepias syriaca,45.7,-73.91667
Asclepias syriaca,45.7,-73.91667
Asclepias syriaca,45.95,-73.56667
Asclepias syriaca,45.95,-73.56667
Asclepias syriaca,45.85,-73.76667
Asclepias syriaca,46.18333,-73.13333
Asclepias syriaca,45.95,-73.56667
Asclepias syriaca,45.81667,-73.9
Asclepias syriaca,45.76667,-73.98333
Asclepias syriaca,45.81667,-73.9
Asclepias syriaca,45.63333,-73.98333
Asclepias syriaca,46.13333,-73.51667
Asclepias syriaca,45.96667,-72.55
Asclepias syriaca,45.85,-76.23333
Asclepias syriaca,45.65,-72.76667
Asclepias syriaca,45.38333,-72.21667
Asclepias syriaca,45.38333,-71.98333
Asclepias syriaca,45.61667,-72.95
Asclepias syriaca,46.8,-71.35
Asclepias syriaca,46.76667,-71.25
Asclepias syriaca,45.83333,-73.41667
Asclepias syriaca,46.03333,-71.91667
Asclepias syriaca,47.35,-70
Asclepias syriaca,46.78333,-71.3
Asclepias syriaca,46.75,-71.46667
Asclepias syriaca,46.21667,-72.61667
Asclepias syriaca,46.75,-71.23333
Asclepias syriaca,46.75,-71.23333
Asclepias syriaca,46.78333,-71.3
Asclepias syriaca,46.75,-71.46667
Asclepias syriaca,46.78333,-71.3
Asclepias syriaca,46.76667,-71.26667
Asclepias syriaca,48.25,-72.2
Asclepias syriaca,48.43333,-72.06667
Asclepias syriaca,48.43333,-72.06667
Asclepias syriaca,46.75,-71.26667
Asclepias syriaca,46.78333,-71.23333
Asclepias syriaca,46.91667,-70.96667
Asclepias syriaca,46.91667,-70.96667
Asclepias syriaca,46.8,-71.18333
Asclepias syriaca,45.53333,-73.51667
Asclepias syriaca,45.43333,-73.05
Asclepias syriaca,45.43333,-73.05
Asclepias syriaca,45.43333,-73.16667
Asclepias syriaca,45.86667,-71.33333
Asclepias syriaca,46.76667,-71.26667
Asclepias syriaca,46.86667,-72.35
Asclepias syriaca,45.4,-71.9
Asclepias syriaca,45.23333,-71.81667
Asclepias syriaca,46.86667,-71.01667
Asclepias syriaca,47,-70.73333
Asclepias syriaca,46.8,-71.23333
Asclepias syriaca,46.85,-71.2
Asclepias syriaca,47.01667,-70.91667
Asclepias syriaca,46.86667,-71.01667
Asclepias syriaca,46.26667,-72.5
Asclepias syriaca,45.28333,-72.98333
Asclepias syriaca,45.51667,-73.7
Asclepias syriaca,48.46667,-67.43333
Asclepias syriaca,47.1,-70.35
Asclepias syriaca,45.96667,-73.21667
Asclepias syriaca,45.85,-73.75
Asclepias syriaca,40.9868,-90.0929
Asclepias syriaca,39.15888,-91.04027
Asclepias syriaca,38.48333,-90.81666
Asclepias syriaca,38.2946,-90.423
Asclepias syriaca,38.125,-90.675
Asclepias syriaca,38.125,-90.675
Asclepias syriaca,38.125,-90.675
Asclepias syriaca,37.2,-89.55
Asclepias syriaca,40.642,-88.914
Asclepias syriaca,38.61805,-90.36805
Asclepias syriaca,38.47,-90.82
Asclepias syriaca,38.87222,-90.19444
Asclepias syriaca,37.95,-90.56666
Asclepias syriaca,37.83333,-91.2
Asclepias syriaca,38.53861,-90.50138
Asclepias syriaca,37.195,-93.286
Asclepias syriaca,37.54138,-92.51194
Asclepias syriaca,37.84916,-93.01138
Asclepias syriaca,38.77,-92
Asclepias syriaca,39.06638,-91.64333
Asclepias syriaca,36.83944,-91.77778
Asclepias syriaca,37.55444,-90.85139
Asclepias syriaca,38.99611,-90.9075
Asclepias syriaca,40.33944,-92.08944
Asclepias syriaca,36.82333,-89.31889
Asclepias syriaca,39.25833,-94.22166
Asclepias syriaca,37.91333,-90.91444
Asclepias syriaca,38.23472,-90.42583
Asclepias syriaca,37.77555,-92.16361
Asclepias syriaca,38.48,-90.82
Asclepias syriaca,37.88638,-90.31666
Asclepias syriaca,40.14361,-92.00916
Asclepias syriaca,38.71305,-90.6875
Asclepias syriaca,39.51138,-91.15138
Asclepias syriaca,40.21805,-92.94083
Asclepias syriaca,40.45277,-92.60194
Asclepias syriaca,39.49361,-92.63611
Asclepias syriaca,40.32861,-91.50388
Asclepias syriaca,38.578,-90.773
Asclepias syriaca,38.85,-92.8
Asclepias syriaca,39.05,-91.88333
Asclepias syriaca,40.19472,-92.58305
Asclepias syriaca,35.49,-82.62305
Asclepias syriaca,36.7569,-90.3928
Asclepias syriaca,39.15556,-94.39333
Asclepias syriaca,38.77448,-92.25713
Asclepias syriaca,38.8125,-90.39167
Asclepias syriaca,42.07865,-93.64022
Asclepias syriaca,36.275,-81.8375
Asclepias syriaca,38.16666,-90.7
Asclepias syriaca,37.52416,-94.55333
Asclepias syriaca,38.6713,-90.1456
Asclepias syriaca,38.16666,-90.7
Asclepias syriaca,37.42555,-88.96055
Asclepias syriaca,38.62472,-90.69389
Asclepias syriaca,38.53139,-75.83667
Asclepias syriaca,38.70983,-75.53185
Asclepias syriaca,38.70972,-75.97992
Asclepias syriaca,38.70769,-75.90328
Asclepias syriaca,38.76192,-76.14511
Asclepias syriaca,39.00114,-75.78931
Asclepias syriaca,38.71622,-75.31206
Asclepias syriaca,38.99978,-76.48103
Asclepias syriaca,38.34019,-75.10878
Asclepias syriaca,38.96944,-76.24281
Asclepias syriaca,38.68144,-75.89775
Asclepias syriaca,38.95125,-76.06925
Asclepias syriaca,39.16883,-76.73267
Asclepias syriaca,38.57667,-92.17333
Asclepias syriaca,45.17306,-90.63778
Asclepias syriaca,42.3725,-97.35111
Asclepias syriaca,43.7424,-73.5878
Asclepias syriaca,37.90056,-84.26833
Asclepias syriaca,37.90056,-84.26833
Asclepias syriaca,38.5369,-90.8681
Asclepias syriaca,38.47444,-90.81194
Asclepias syriaca,38.61722,-90.26389
Asclepias syriaca,38.4675,-90.8203
Asclepias syriaca,40.25639,-91.53417
Asclepias syriaca,37.19722,-91.37833
Asclepias syriaca,40.0681,-94.98
Asclepias syriaca,39.6501,-92.5124
Asclepias syriaca,37.44457,-89.48629
Asclepias syriaca,45.59431,-94.39434
Asclepias syriaca,40.66086,-74.65121
Asclepias syriaca,42.99069,-72.52745
Asclepias syriaca,43.70373,-73.03516
Asclepias syriaca,43.79142,-79.14531
Asclepias syriaca,43.62505,-72.54382
Asclepias syriaca,43.62868,-72.54012
Asclepias syriaca,42.99173,-72.53195
Asclepias syriaca,42.99046,-72.52924
Asclepias syriaca,44.82847,-73.077
Asclepias syriaca,39.05407,-76.69966
Asclepias syriaca,44.65736,-72.67884
Asclepias syriaca,44.28627,-72.26521
Asclepias syriaca,43.86876,-73.10879
Asclepias syriaca,42.00289,-87.78253
Asclepias syriaca,45.40929,-75.54745
Asclepias syriaca,44.28807,-72.40429
Asclepias syriaca,43.68962,-72.32208
Asclepias syriaca,43.81516,-80.01272
Asclepias syriaca,44.29274,-72.52383
Asclepias syriaca,41.39027,-81.69562
Asclepias syriaca,44.33316,-72.76017
Asclepias syriaca,44.188,-72.20942
Asclepias syriaca,44.6665,-73.33962
Asclepias syriaca,43.3449,-72.50186
Asclepias syriaca,44.40727,-72.42785
Asclepias syriaca,43.45872,-72.98266
Asclepias syriaca,45.50186,-75.49771
Asclepias syriaca,44.37836,-72.45244
Asclepias syriaca,43.48864,-72.39241
Asclepias syriaca,44.45783,-72.32548
Asclepias syriaca,44.35067,-72.51182
Asclepias syriaca,44.36946,-72.51007
Asclepias syriaca,43.34562,-72.98032
Asclepias syriaca,44.66725,-73.3398
Asclepias syriaca,43.63695,-72.53033
Asclepias syriaca,44.6699,-72.36187
Asclepias syriaca,44.25463,-72.59158
Asclepias syriaca,44.34088,-72.46131
Asclepias syriaca,44.13817,-72.65018
Asclepias syriaca,44.34088,-72.46131
Asclepias syriaca,45.59425,-73.56845
Asclepias syriaca,45.51667,-73.65
Asclepias syriaca,45.47414,-72.75095
Asclepias syriaca,41.83418,-87.82801
Asclepias syriaca,41.38894,-81.69587
Asclepias syriaca,45.44605,-75.6536
Asclepias syriaca,43.28883,-76.64007
Asclepias syriaca,45.86872,-77.75767
Asclepias syriaca,45.28301,-75.87747
Asclepias syriaca,41.95,-88.4333
Asclepias syriaca,41.4333,-87.9667
Asclepias syriaca,41.8333,-88.0833
Asclepias syriaca,42.66848,-88.54192
Asclepias syriaca,41.8333,-88.0833
Asclepias syriaca,41.85,-87.65
Asclepias syriaca,41.8333,-88.0833
Asclepias syriaca,41.85,-87.7833
Asclepias syriaca,41.85,-87.65
Asclepias syriaca,41.85,-87.65
Asclepias syriaca,42.0333,-87.6833
Asclepias syriaca,42.0333,-87.7667
Asclepias syriaca,41.85,-87.65
Asclepias syriaca,41.8333,-87.85
Asclepias syriaca,41.85,-87.65
Asclepias syriaca,41.85,-87.65
Asclepias syriaca,45.57562,-78.71601
Asclepias syriaca,36.25431,-79.75451
Asclepias syriaca,44.28141,-72.50454
Asclepias syriaca,43.58261,-72.96901
Asclepias syriaca,44.44229,-73.17447
Asclepias syriaca,43.64175,-72.51057
Asclepias syriaca,44.3221,-72.5776
Asclepias syriaca,45.37336,-75.79095
Asclepias syriaca,43.27843,-77.06009
Asclepias syriaca,44.33246,-72.50479
Asclepias syriaca,43.62047,-72.5051
Asclepias syriaca,44.1855,-72.5952
Asclepias syriaca,44.18927,-72.5948
Asclepias syriaca,45.37157,-75.79316
Asclepias syriaca,44.2856,-72.57283
Asclepias syriaca,42.80236,-84.44497
Asclepias syriaca,43.01085,-73.64417
Asclepias syriaca,41.78921,-81.17674
Asclepias syriaca,43.625,-73.36702
Asclepias syriaca,42.33848,-71.03996
Asclepias syriaca,40.1175,-82.79848
Asclepias syriaca,42.06249,-71.07721
Asclepias syriaca,45.50305,-75.49605
Asclepias syriaca,42.47928,-76.451
Asclepias syriaca,43.43924,-88.02417
Asclepias syriaca,43.52494,-72.78328
Asclepias syriaca,43.62096,-72.54304
Asclepias syriaca,43.51786,-73.24635
Asclepias syriaca,44.81639,-91.94806
Asclepias syriaca,40.27324,-74.58183
Asclepias syriaca,45.51256,-73.44407
Asclepias syriaca,42.40247,-76.51155
Asclepias syriaca,44.48629,-73.12648
Asclepias syriaca,43.71098,-72.99287
Asclepias syriaca,44.58944,-73.31313
Asclepias syriaca,37.14871,-80.53818
Asclepias syriaca,35.19012,-85.87314
Asclepias syriaca,41.37752,-88.11999
Asclepias syriaca,39.23789,-82.33971
Asclepias syriaca,42.36139,-71.71917
Asclepias syriaca,19.42917,-99.58389
Asclepias syriaca,23.95056,-102.53278
Asclepias syriaca,16.93556,-96.21083
Asclepias syriaca,44.02398,-73.19255
Asclepias syriaca,41.84054,-87.90225
Asclepias syriaca,40.52297,-74.44047
Asclepias syriaca,41.69728,-72.48309
Asclepias syriaca,45.49937,-75.4846
Asclepias syriaca,42.05897,-71.08455
Asclepias syriaca,39.95549,-75.5429
Asclepias syriaca,43.5932,-79.51365
Asclepias syriaca,40.47909,-74.42856
Asclepias syriaca,40.47639,-74.43376
Asclepias syriaca,44.40034,-72.42484
Asclepias syriaca,41.01162,-81.4009
Asclepias syriaca,39.82432,-75.67349
Asclepias syriaca,45.02562,-75.46716
Asclepias syriaca,40.4845,-74.4312
Asclepias syriaca,40.4758,-74.4288
Asclepias syriaca,40.15202,-76.59053
Asclepias syriaca,43.71179,-73.02454
Asclepias syriaca,44.61263,-73.21391
Asclepias syriaca,44.24765,-69.09007
Asclepias syriaca,40.65321,-80.07949
Asclepias syriaca,42.25262,-71.3333
Asclepias syriaca,42.25214,-71.33449
Asclepias syriaca,44.56611,-68.80337
Asclepias syriaca,41.51163,-81.6133
Asclepias syriaca,44.25028,-72.5644
Asclepias syriaca,45.50115,-75.49888
Asclepias syriaca,44.01447,-96.32365
Asclepias syriaca,44.5522,-73.00644
Asclepias syriaca,44.36937,-72.43826
Asclepias syriaca,38.95964,-77.05156
Asclepias syriaca,42.81157,-72.56584
Asclepias syriaca,41.41694,-73.95358
Asclepias syriaca,36.03124,-79.05605
Asclepias syriaca,43.43936,-88.02384
Asclepias syriaca,40.77447,-96.77656
Asclepias syriaca,40.77592,-73.99204
Asclepias syriaca,39.22391,-76.74157
Asclepias syriaca,32.31,-64.76167
Asclepias syriaca,32.31,-64.76167
Asclepias syriaca,41.61024,-74.33564
Asclepias syriaca,38,-98
Asclepias syriaca,41.28542,-81.22424
Asclepias syriaca,24.1267,-102.5683
Asclepias syriaca,39.13006,-77.16769
Asclepias syriaca,27.95559,-82.46338
Asclepias syriaca,40.84706,-77.56377
Asclepias syriaca,29.03246,-80.92667
Asclepias syriaca,39.13006,-77.16769
Asclepias syriaca,40.84706,-77.56377
Asclepias syriaca,41.61024,-74.33564
Asclepias syriaca,39.13006,-77.16769
Asclepias syriaca,46.38333,-75.01667
Asclepias syriaca,43.06667,-89.43333
Asclepias syriaca,36.23333,-81.7
Asclepias syriaca,44.81667,-79.4
Asclepias syriaca,37.21283,-75.89356
Asclepias syriaca,39.13006,-77.16769
Asclepias syriaca,42.56667,-88.53333
Asclepias syriaca,32.36667,-91.25
Asclepias syriaca,42.41535,-76.49506
Asclepias syriaca,41.61024,-74.33564
Asclepias syriaca,41.41667,-74.31667
Asclepias syriaca,43.01667,-80.36667
Asclepias syriaca,39.46667,-76.65
Asclepias syriaca,45.73333,-84.81667
Asclepias syriaca,47.33333,-95.81667
Asclepias syriaca,40.63858,-74.45108
Asclepias syriaca,41.96766,-70.04883
Asclepias syriaca,30.66667,-91.68333
Asclepias syriaca,41.86667,-71.45
Asclepias syriaca,37.53697,-97.67924
Asclepias syriaca,44.32871,-72.50126
Asclepias syriaca,41.17788,-88.93915
Asclepias syriaca,36.33283,-81.69584
Asclepias syriaca,43.56602,-79.67199
Asclepias syriaca,43.62576,-72.94559
Asclepias syriaca,40.81084,-96.66758
Asclepias syriaca,40.81084,-96.66758
Asclepias syriaca,41.23759,-89.33121
Asclepias syriaca,41.1391,-81.57435
Asclepias syriaca,45.49918,-75.4845
Asclepias syriaca,46.04943,-61.43715
Asclepias syriaca,44.00983,-96.32104
Asclepias syriaca,39.56489,-77.59767
Asclepias syriaca,41.61602,-70.55035
Asclepias syriaca,39.59801,-79.95695
Asclepias syriaca,44.39712,-68.208
Asclepias syriaca,42.1733,-82.82976
Asclepias syriaca,46.78231,-71.2532
Asclepias syriaca,46.66731,-86.01247
Asclepias syriaca,46.65687,-86.03117
Asclepias syriaca,38.84925,-77.65541
Asclepias syriaca,44.33494,-73.25236
Asclepias syriaca,45.44642,-75.65224
Asclepias syriaca,44.34933,-73.00117
Asclepias syriaca,45.2842,-75.87601
Asclepias syriaca,45.28312,-75.87738
Asclepias syriaca,43.69583,-72.31947
Asclepias syriaca,43.05377,-87.96679
Asclepias syriaca,43.62992,-72.53849
Asclepias syriaca,44.4245,-72.76833
Asclepias syriaca,36.62817,-87.13924
Asclepias syriaca,44.91693,-83.80707
Asclepias syriaca,49.68494,-112.851
Asclepias syriaca,44.35721,-72.54352
Asclepias syriaca,43.14873,-88.88178
Asclepias syriaca,43.84007,-72.968
Asclepias syriaca,40.09138,-88.29332
Asclepias syriaca,43.626,-72.94576
Asclepias syriaca,42.73037,-77.76558
Asclepias syriaca,42.1447,-87.78804
Asclepias syriaca,44.56194,-78.32103
Asclepias syriaca,41.60667,-87.68646
Asclepias syriaca,41.43842,-72.77997
Asclepias syriaca,44.75753,-91.7358
Asclepias syriaca,43.48721,-73.02714
Asclepias syriaca,43.63264,-72.5186
Asclepias syriaca,45.9661,-66.64492
Asclepias syriaca,43.7094,-73.03352
Asclepias syriaca,45.77673,-89.51617
Asclepias syriaca,44.59454,-79.49295
Asclepias syriaca,45.44635,-75.65226
Asclepias syriaca,44.23674,-76.50183
Asclepias syriaca,44.46659,-80.17493
Asclepias syriaca,44.34187,-80.21017
Asclepias syriaca,44.41579,-80.07943
Asclepias syriaca,45.94534,-81.59973
Asclepias syriaca,45.36042,-75.73517
Asclepias syriaca,45.44608,-75.65349
Asclepias syriaca,44.72871,-91.86914
Asclepias syriaca,42.83096,-72.62715
Asclepias syriaca,45.54017,-75.86748
Asclepias syriaca,45.44607,-75.65265
Asclepias syriaca,43.93591,-79.45326
Asclepias syriaca,41.71374,-72.48787
Asclepias syriaca,43.04459,-77.47754
Asclepias syriaca,44.94722,-91.78611
Asclepias syriaca,44.86327,-91.91684
Asclepias syriaca,43.62427,-72.50472
Asclepias syriaca,44.63638,-72.67018
Asclepias syriaca,41.00451,-81.97744
Asclepias syriaca,40.83061,-96.66519
Asclepias syriaca,41.80922,-72.26198
Asclepias syriaca,42.72793,-83.10085
Asclepias syriaca,42.05928,-87.84218
Asclepias syriaca,44.18865,-72.49194
Asclepias syriaca,44.45652,-76.3798
Asclepias syriaca,41.58066,-83.59356
Asclepias syriaca,39.50863,-79.26235
Asclepias syriaca,41.8349,-72.29513
Asclepias syriaca,35.58873,-82.47657
Asclepias syriaca,36.08955,-81.83568
Asclepias syriaca,35.54679,-82.47316
Asclepias syriaca,45.15722,-87.23889
Asclepias syriaca,40.78268,-73.92427
Asclepias syriaca,41.81362,-88.06184
Asclepias syriaca,43.70923,-79.3378
Asclepias syriaca,39.55583,-89.78893
Asclepias syriaca,41.09998,-81.90457
Asclepias syriaca,44.90803,-85.92871
Asclepias syriaca,44.86318,-73.29338
Asclepias syriaca,38.16698,-98.49522
Asclepias syriaca,42.14205,-87.78884
Asclepias syriaca,40.60376,-80.00984
Asclepias syriaca,41.38387,-88.17322
Asclepias syriaca,40.52543,-75.06174
Asclepias syriaca,39.09174,-79.44976
Asclepias syriaca,39.0088,-76.07539
Asclepias syriaca,44.25,-75.5
Asclepias syriaca,38.92943,-83.56699
Asclepias syriaca,41.45208,-73.6152
Asclepias syriaca,47.51251,-92.56153
Asclepias syriaca,40.77844,-73.96841
Asclepias syriaca,41.45208,-73.6152
Asclepias syriaca,38.79444,-75.69327
Asclepias syriaca,41.2139,-75.4111
Asclepias syriaca,41.4553,-75.8492
Asclepias syriaca,41.71029,-73.93803
Asclepias syriaca,41.71029,-73.93803
Asclepias syriaca,44.35169,-73.00658
Asclepias syriaca,44.35047,-73.00685
Asclepias syriaca,41.81539,-88.09133
Asclepias syriaca,41.77345,-87.86518
Asclepias syriaca,43.75036,-72.36883
Asclepias syriaca,40.53333,-78.06667
Asclepias syriaca,38.86667,-79.46667
Asclepias syriaca,42.45,-76.4667
Asclepias syriaca,42.45,-76.4667
Asclepias syriaca,41.3933,-88.17401
Asclepias syriaca,40.37858,-74.74901
Asclepias syriaca,40.40639,-74.49786
Asclepias syriaca,40.40654,-74.49801
Asclepias syriaca,42.83821,-72.74365
Asclepias syriaca,40.47648,-74.42086
Asclepias syriaca,40.47594,-74.42227
Asclepias syriaca,44.1412,-70.09157
Asclepias syriaca,40.44278,-76.64482
Asclepias syriaca,40.78643,-73.96661
Asclepias syriaca,40.66189,-74.65185
Asclepias syriaca,40.6353,-74.49072
Asclepias syriaca,40.20326,-74.91199
Asclepias syriaca,43.69167,-73.03506
Asclepias syriaca,43.78034,-73.09586
Asclepias syriaca,40.67454,-74.31661
Asclepias syriaca,40.60805,-74.58583
Asclepias syriaca,41.84513,-87.87053
Asclepias syriaca,41.80349,-87.80438
Asclepias syriaca,42.30372,-71.06644
Asclepias syriaca,42.79416,-86.10319
Asclepias syriaca,40.73382,-98.57836
Asclepias syriaca,41.079,-81.32506
Asclepias syriaca,38.87322,-76.94093
Asclepias syriaca,40.88286,-73.46049
Asclepias syriaca,45.69558,-112.49151
Asclepias syriaca,36.13572,-79.16195
Asclepias syriaca,39.65487,-84.22516
Asclepias syriaca,39.93165,-75.14657
Asclepias syriaca,43.69144,-73.02363
Asclepias syriaca,44.34317,-72.45718
Asclepias syriaca,41.29183,-82.22177
Asclepias syriaca,44.66881,-72.36617
Asclepias syriaca,44.32825,-72.50021
Asclepias syriaca,44.25621,-72.57427
Asclepias syriaca,44.42766,-72.4588
Asclepias syriaca,44.35446,-72.50062
Asclepias syriaca,42.19025,-79.96345
Asclepias syriaca,38.88953,-79.23962
Asclepias syriaca,36.19347,-86.65634
Asclepias syriaca,45.4268,-75.69844
Asclepias syriaca,41.3938,-82.04889
Asclepias syriaca,40.80024,-77.89589
Asclepias syriaca,49.56617,-97.01242
Asclepias syriaca,49.23293,-98.08605
Asclepias syriaca,42.53913,-78.38062
Asclepias syriaca,43.48314,-73.20741
Asclepias syriaca,43.59391,-73.19403
Asclepias syriaca,44.17836,-72.58697
Asclepias syriaca,44.50153,-72.63793
Asclepias syriaca,44.39722,-72.95725
Asclepias syriaca,44.33755,-72.35445
Asclepias syriaca,44.19045,-72.61109
Asclepias syriaca,43.62896,-72.93963
Asclepias syriaca,43.74367,-73.05093
Asclepias syriaca,44.22503,-73.05389
Asclepias syriaca,43.76493,-73.05084
Asclepias syriaca,38.95295,-75.93505
Asclepias syriaca,43.27664,-73.01007
Asclepias syriaca,44.02738,-73.17979
Asclepias syriaca,43.62539,-73.36906
Asclepias syriaca,43.91731,-73.17998
Asclepias syriaca,43.51647,-72.87669
Asclepias syriaca,41.30511,-72.92082
Asclepias syriaca,41.396,-72.9216
Asclepias syriaca,41.367,-72.717
Asclepias syriaca,41.3678,-72.2361
Asclepias syriaca,41.1932,-73.196
Asclepias syriaca,41.3504,-72.8598
Asclepias syriaca,41.7669,-72.7539
Asclepias syriaca,41.3114,-72.9247
Asclepias syriaca,41.30511,-72.92082
Asclepias syriaca,41.6523,-73.3145
Asclepias syriaca,41.3678,-72.2361
Asclepias syriaca,41.3965,-72.3438
Asclepias syriaca,41.6979,-72.088
Asclepias syriaca,41.24473,-72.7575
Asclepias syriaca,41.605,-72.88
Asclepias syriaca,41.6523,-73.3145
Asclepias syriaca,41.3775,-71.9014
Asclepias syriaca,41.3965,-72.3438
Asclepias syriaca,41.3965,-72.3438
Asclepias syriaca,41.407,-72.9316
