Species,latitude,longitude
Asclepias speciosa,48.50789,-107.65028
Asclepias speciosa,47.16779312,-107.135667
Asclepias speciosa,46.91580251,-103.9821393
Asclepias speciosa,41.73618,-102.37642
Asclepias speciosa,42.44451,-103.26058
Asclepias speciosa,46.86468,-102.85314
Asclepias speciosa,46.88518,-103.0509
Asclepias speciosa,48.07250702,-98.85970374
Asclepias speciosa,41.22583,-101.67017
Asclepias speciosa,40.02925,-101.95942
Asclepias speciosa,47.30525135,-102.21322
Asclepias speciosa,36.10883,-98.18557
Asclepias speciosa,43.25963,-99.71694
Asclepias speciosa,45.83421,-99.6221
Asclepias speciosa,41.78163,-103.54686
Asclepias speciosa,46.88594,-105.44735
Asclepias speciosa,42.86105,-103.81305
Asclepias speciosa,39.28789,-102.98763
Asclepias speciosa,46.16493,-104.36944
Asclepias speciosa,40.80694,-102.96068
Asclepias speciosa,46.49017,-105.72178
Asclepias speciosa,48.32453,-101.43455
Asclepias speciosa,40.90047,-100.16068
Asclepias speciosa,43.13934,-102.36388
Asclepias speciosa,47.42451064,-104.1545907
Asclepias speciosa,39.74082,-103.54399
Asclepias speciosa,48.62005,-104.45967
Asclepias speciosa,41.55265,-101.34541
Asclepias speciosa,42.50034,-100.53068
Asclepias speciosa,48.23648,-110.11215
Asclepias speciosa,38.66348,-103.7
Asclepias speciosa,46.91991412,-103.6909606
Asclepias speciosa,45.33205,-97.30465
Asclepias speciosa,41.7575,-102.43667
Asclepias speciosa,42.3329,-102.75327
Asclepias speciosa,46.21523682,-99.55560756
Asclepias speciosa,41.67269,-103.09893
Asclepias speciosa,40.04291,-101.74407
Asclepias speciosa,45.72523,-100.17177
Asclepias speciosa,47.59925507,-103.3267876
Asclepias speciosa,44.52409,-101.31144
Asclepias speciosa,42.15633,-106.20474
Asclepias speciosa,36.23195,-105.11738
Asclepias speciosa,41.30239,-102.1438
Asclepias speciosa,36.43144,-97.83347
Asclepias speciosa,40.91587,-102.26389
Asclepias speciosa,44.16005,-106.69833
Asclepias speciosa,47.69798,-103.9218
Asclepias speciosa,41.48025,-100.59028
Asclepias speciosa,41.15691,-101.20326
Asclepias speciosa,41.45937,-102.97098
Asclepias speciosa,45.16895701,-104.414552
Asclepias speciosa,40.41661,-101.36965
Asclepias speciosa,46.62311432,-97.51285848
Asclepias speciosa,40.64241,-102.30194
Asclepias speciosa,40.65878,-103.84194
Asclepias speciosa,46.62311491,-97.36577393
Asclepias speciosa,41.74339922,-105.9750499
Asclepias speciosa,48.14719814,-104.5172909
Asclepias speciosa,38.12347,-102.62028
Asclepias speciosa,48.451394,-109.818626
Asclepias speciosa,44.70366,-100.06514
Asclepias speciosa,45.52914,-102.25761
Asclepias speciosa,40.9756,-102.253
Asclepias speciosa,37.4918,-97.6066
Asclepias speciosa,40.7251,-104.6295
Asclepias speciosa,40.333,-104.5449
Asclepias speciosa,40.62,-103.18083
Asclepias speciosa,40.5753,-105.1641
Asclepias speciosa,40.5929,-105.0947
Asclepias speciosa,40.2701,-104.7631
Asclepias speciosa,40.8358,-104.7243
Asclepias speciosa,40.9955,-104.9148
Asclepias speciosa,40.8213,-104.7243
Asclepias speciosa,40.4941,-107.30076
Asclepias speciosa,40.0407,-108.1513
Asclepias speciosa,40.0843,-108.2077
Asclepias speciosa,38.2681,-104.7097
Asclepias speciosa,38.2681,-104.7097
Asclepias speciosa,38.0533,-102.1419
Asclepias speciosa,38.0489,-103.6865
Asclepias speciosa,40.3584,-104.1182
Asclepias speciosa,40.44419,-108.52315
Asclepias speciosa,40.43747,-108.93464
Asclepias speciosa,39.00461,-108.47589
Asclepias speciosa,40.5838,-105.0865
Asclepias speciosa,40.5608,-105.1261
Asclepias speciosa,40.5719,-105.0846
Asclepias speciosa,40.5522,-105.0792
Asclepias speciosa,40.5519,-105.0195
Asclepias speciosa,40.5519,-105.0195
Asclepias speciosa,40.6024,-105.0947
Asclepias speciosa,40.6024,-105.0947
Asclepias speciosa,39.6467,-105.1551
Asclepias speciosa,38.50857,-107.22865
Asclepias speciosa,39.5511,-107.7795
Asclepias speciosa,38.4268,-105.0601
Asclepias speciosa,38.1542,-103.985
Asclepias speciosa,37.174,-105.9745
Asclepias speciosa,37.3419,-106.9216
Asclepias speciosa,38.07718,-99.27209
Asclepias speciosa,39.82209,-100.30239
Asclepias speciosa,37.50704,-97.51493
Asclepias speciosa,37.70312,-97.68365
Asclepias speciosa,44.17878,-103.39368
Asclepias speciosa,38.67097,-100.90667
Asclepias speciosa,39.08624,-101.78013
Asclepias speciosa,38.28221,-98.1976
Asclepias speciosa,37.15506,-97.83852
Asclepias speciosa,37.98452,-100.98601
Asclepias speciosa,39.25056,-96.95667
Asclepias speciosa,38.60396,-99.30922
Asclepias speciosa,38.78028,-99.71861
Asclepias speciosa,38.74008,-100.61028
Asclepias speciosa,39.9767,-100.13421
Asclepias speciosa,38.47046,-97.01186
Asclepias speciosa,38.68335,-100.92498
Asclepias speciosa,37.66084,-98.60884
Asclepias speciosa,39.20255,-101.74827
Asclepias speciosa,38.86791,-101.59156
Asclepias speciosa,37.95338,-99.37133
Asclepias speciosa,39.82776,-100.07671
Asclepias speciosa,38.6818,-100.92583
Asclepias speciosa,37.53947,-101.78879
Asclepias speciosa,39.87767,-105.19393
Asclepias speciosa,43.20713,-103.47436
Asclepias speciosa,38.73444,-97.86889
Asclepias speciosa,38.82306,-102.99973
Asclepias speciosa,38.68333,-97.88722
Asclepias speciosa,44.41844,-103.66751
Asclepias speciosa,39.0575,-96.83056
Asclepias speciosa,39.29472,-102.98833
Asclepias speciosa,43.60673,-103.47421
Asclepias speciosa,39.309,-103.83454
Asclepias speciosa,38.98733,-103.10771
Asclepias speciosa,43.87661,-102.28174
Asclepias speciosa,38.26278,-103.68
Asclepias speciosa,38.48159,-98.76984
Asclepias speciosa,44.40635,-104.29469
Asclepias speciosa,39.1067,-97.35837
Asclepias speciosa,39.22036,-101.76585
Asclepias speciosa,39.40772,-99.3215
Asclepias speciosa,39.26066,-99.56255
Asclepias speciosa,37.11386,-101.92684
Asclepias speciosa,39.44107,-98.47154
Asclepias speciosa,38.6818,-100.92583
Asclepias speciosa,39.39739,-99.88531
Asclepias speciosa,38.62629,-97.98181
Asclepias speciosa,38.20897,-98.51846
Asclepias speciosa,38.20931,-98.55527
Asclepias speciosa,38.81838,-97.89797
Asclepias speciosa,38.88118,-97.15922
Asclepias speciosa,39.76607,-101.80657
Asclepias speciosa,39.80656,-101.22886
Asclepias speciosa,37.91299,-98.52797
Asclepias speciosa,37.99964,-101.31552
Asclepias speciosa,38.46423,-98.65539
Asclepias speciosa,38.62469,-98.52617
Asclepias speciosa,39.67895,-101.91946
Asclepias speciosa,39.73532,-101.84641
Asclepias speciosa,37.78493,-98.52328
Asclepias speciosa,37.99964,-101.31552
Asclepias speciosa,39.36283,-100.23147
Asclepias speciosa,38.0819,-97.66977
Asclepias speciosa,38.20897,-98.51846
Asclepias speciosa,37.95231,-101.24029
Asclepias speciosa,38.20897,-98.51846
Asclepias speciosa,39.09567,-99.36483
Asclepias speciosa,37.65046,-97.88609
Asclepias speciosa,38.20141,-98.52732
Asclepias speciosa,37.64696,-98.19898
Asclepias speciosa,37.95262,-101.23989
Asclepias speciosa,38.0332,-101.82211
Asclepias speciosa,38.26834,-99.36583
Asclepias speciosa,38.7167,-98.0257
Asclepias speciosa,38.13334,-97.92977
Asclepias speciosa,38.95794,-95.51911
Asclepias speciosa,38.18754,-98.55585
Asclepias speciosa,39.67301,-99.19713
Asclepias speciosa,37.30626,-101.6314
Asclepias speciosa,37.65584,-99.75277
Asclepias speciosa,38.07247,-98.48221
Asclepias speciosa,39.15563,-100.86987
Asclepias speciosa,37.02613,-100.11407
Asclepias speciosa,38.06919,-99.81261
Asclepias speciosa,38.67433,-100.92615
Asclepias speciosa,37.16803,-100.4431
Asclepias speciosa,37.16758,-100.4428
Asclepias speciosa,37.02647,-99.48147
Asclepias speciosa,38.19916,-98.53892
Asclepias speciosa,39.80656,-101.16308
Asclepias speciosa,39.77992,-100.17685
Asclepias speciosa,39.01287,-98.14724
Asclepias speciosa,39.06943,-100.29771
Asclepias speciosa,37.17137,-98.31149
Asclepias speciosa,38.80576,-100.02201
Asclepias speciosa,39.12923,-100.98262
Asclepias speciosa,37.06942,-98.96288
Asclepias speciosa,38.99454,-96.66535
Asclepias speciosa,37.52664,-101.35894
Asclepias speciosa,38.92305,-103.43027
Asclepias speciosa,43.3792,-103.5553
Asclepias speciosa,38.715,-103.50611
Asclepias speciosa,39.32056,-102.15194
Asclepias speciosa,38.54139,-102.49611
Asclepias speciosa,44.1364,-103.5587
Asclepias speciosa,38.46954,-98.65437
Asclepias speciosa,43.36711,-103.5719
Asclepias speciosa,39.32056,-102.15194
Asclepias speciosa,38.54139,-102.49611
Asclepias speciosa,38.715,-103.50611
Asclepias speciosa,50.633,-102.833
Asclepias speciosa,42.5408,-124.1381
Asclepias speciosa,40.57,-105.04
Asclepias speciosa,39.49,-117.06
Asclepias speciosa,40.64,-104.34
Asclepias speciosa,45.48,-119.57
Asclepias speciosa,40.49,-112.37
Asclepias speciosa,40.49,-112.37
Asclepias speciosa,46.51,-116.42
Asclepias speciosa,39.17,-119.66
Asclepias speciosa,41.75,-111.82
Asclepias speciosa,40.06,-111.43
Asclepias speciosa,40.06,-112.42
Asclepias speciosa,41.76,-111.78
Asclepias speciosa,41.81,-111.51
Asclepias speciosa,41.68,-111.86
Asclepias speciosa,39.15,-104.09
Asclepias speciosa,41.74,-111.79
Asclepias speciosa,42.09,-113.63
Asclepias speciosa,40.43,-111.93
Asclepias speciosa,37.57,-112.2
Asclepias speciosa,42.17,-111.82
Asclepias speciosa,41.75,-111.7
Asclepias speciosa,39.77,-118.06
Asclepias speciosa,40.47,-112.48
Asclepias speciosa,42.83,-114.9
Asclepias speciosa,41.79,-119.09
Asclepias speciosa,41.71,-111.88
Asclepias speciosa,40.35,-104.11
Asclepias speciosa,39.92,-111.23
Asclepias speciosa,43.62,-111.81
Asclepias speciosa,41.54,-118.71
Asclepias speciosa,39.04,-111.84
Asclepias speciosa,41.72,-111.78
Asclepias speciosa,40.02,-112.31
Asclepias speciosa,39.85,-113.36
Asclepias speciosa,41.73,-111.87
Asclepias speciosa,39.81,-104.94
Asclepias speciosa,41.68,-111.92
Asclepias speciosa,38.73,-120.66
Asclepias speciosa,40.01,-105.26
Asclepias speciosa,47.7,-119.26
Asclepias speciosa,41.73,-111.86
Asclepias speciosa,43.21,-110.8
Asclepias speciosa,41.54,-114.17
Asclepias speciosa,41.02,-114.04
Asclepias speciosa,37.29,-109.56
Asclepias speciosa,39.32,-112.67
Asclepias speciosa,45.9134,-119.3328
Asclepias speciosa,42.4358,-123.1695
Asclepias speciosa,42.3644,-123.5344
Asclepias speciosa,45.6912,-121.44
Asclepias speciosa,45.9175,-119.3414
Asclepias speciosa,42.2611,-121.6025
Asclepias speciosa,42.0798,-120.345
Asclepias speciosa,44.5421,-119.7038
Asclepias speciosa,45.4167,-120.6667
Asclepias speciosa,45.5527,-117.3863
Asclepias speciosa,45.5947,-121.1775
Asclepias speciosa,44.7,-123.2083
Asclepias speciosa,43.4222,-123.2972
Asclepias speciosa,45.7056,-121.5203
Asclepias speciosa,42.6939,-120.545
Asclepias speciosa,44.5647,-123.2608
Asclepias speciosa,45.5919,-120.7502
Asclepias speciosa,45.5842,-120.4054
Asclepias speciosa,45.5947,-121.1775
Asclepias speciosa,45.4029,-119.555
Asclepias speciosa,44.7692,-117.1675
Asclepias speciosa,45.5947,-121.1775
Asclepias speciosa,43.863,-117.7503
Asclepias speciosa,44.4633,-118.7089
Asclepias speciosa,42.6322,-123.3142
Asclepias speciosa,42.5567,-124.0678
Asclepias speciosa,42.4582,-120.345
Asclepias speciosa,42.1947,-122.7083
Asclepias speciosa,43.8633,-117.6089
Asclepias speciosa,44.3,-120.7821
Asclepias speciosa,45.6722,-118.7875
Asclepias speciosa,42.0517,-123.6183
Asclepias speciosa,42.8608,-117.7323
Asclepias speciosa,45.6849,-121.3665
Asclepias speciosa,45.8131,-119.9589
Asclepias speciosa,44.7145,-123.2659
Asclepias speciosa,44.85,-121.4
Asclepias speciosa,44.9323,-121.4075
Asclepias speciosa,44.906,-123.2119
Asclepias speciosa,44.8163,-120.215
Asclepias speciosa,44.9191,-123.2249
Asclepias speciosa,43.6137,-117.4195
Asclepias speciosa,44.6336,-121.1283
Asclepias speciosa,42.1199,-123.4341
Asclepias speciosa,44.3936,-122.9836
Asclepias speciosa,42.3058,-123.6105
Asclepias speciosa,44.9991,-120.2128
Asclepias speciosa,42.4117,-119.9028
Asclepias speciosa,43.9331,-120.5538
Asclepias speciosa,42.1944,-123.6506
Asclepias speciosa,42.2752,-123.6165
Asclepias speciosa,43.9836,-123.0967
Asclepias speciosa,44.0522,-123.0856
Asclepias speciosa,44.0464,-122.8567
Asclepias speciosa,42.3375,-118.2386
Asclepias speciosa,45.5003,-121.6333
Asclepias speciosa,45.2322,-123.1613
Asclepias speciosa,44.5833,-119.6433
Asclepias speciosa,44.0522,-123.0856
Asclepias speciosa,42.1761,-123.6575
Asclepias speciosa,44.0878,-123.1575
Asclepias speciosa,42.2988,-123.7407
Asclepias speciosa,42.2513,-123.1616
Asclepias speciosa,42.5864,-123.593
Asclepias speciosa,42.5933,-123.5833
